Rank,Combo,Strategy,Stock 1,Sector 1,Name 1,Stock 2,Sector 2,Name 2,Stock 3,Sector 3,Name 3,Stock 4,Sector 4,Name 4,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,Worst Year,Worst Year %,Best Year,Best Year %,2016 Ending Balance ($),2017 Ending Balance ($),2018 Ending Balance ($),2019 Ending Balance ($),2020 Ending Balance ($),2021 Ending Balance ($),2022 Ending Balance ($),2023 Ending Balance ($),2024 Ending Balance ($),2025 Ending Balance ($),Starting Value ($),Monthly Withdrawal ($),Total Withdrawn ($),Remaining Balance ($),Net Value incl. Withdrawals ($),Net Profit incl. Withdrawals ($),Positive Months,Months Funded,HWM Excluded,Monthly Return Method,Monthly Data Start,Monthly Data End
31,FCX + PBR + TSLA + AMD,Rebalanced monthly,FCX,Basic Materials,Freeport-McMoRan Inc. Common Stock,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,TSLA,Industrials,Tesla Inc. Common Stock,AMD,Technology,Advanced Micro Devices Inc. Common Stock,37.92690404042101,11.119177526836822,86.4613855507572,-24.491608193165614,56.50855317107959,151.3849196922646,55.761367574568574,22.56067476929737,25.504698606047405,123.92151861944095,2022,-24.491608193165614,2020,151.3849196922646,578186.477357689,660960.4919560868,748016.768990867,1084956.9999025755,2608798.444005117,4001750.9516493534,2971124.269367512,5463685.288328572,6007610.916074444,8208247.6638682615,300000.0,5000.0,600000.0,8208247.6638682615,8808247.663868262,8508247.663868262,78,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
32,FCX + PGR + TSLA + NVDA,Rebalanced monthly,FCX,Basic Materials,Freeport-McMoRan Inc. Common Stock,PGR,Finance,Progressive Corporation (The) Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,26.40223245328439,68.41722520533295,85.75034454964718,-27.572192678640228,64.84770561896318,199.53087914596446,43.49307701033147,-13.04870048221003,64.97192539446995,75.21868485770837,2022,-27.572192678640228,2020,199.53087914596446,443963.63674648764,656781.0695903255,520883.6213948665,670979.7173271171,1895720.0079106197,3045941.1418787693,2153899.957647316,3928511.596319097,6541469.7453734,8197070.170004644,300000.0,5000.0,600000.0,8197070.170004644,8797070.170004643,8497070.170004643,80,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
33,SONY + TSLA + NVDA + ANET,Rebalanced monthly,SONY,Consumer Staples,Sony Group Corporation American Depositary Shares,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,28.622390566950195,85.21078203737879,112.37691742306994,-42.614326257395476,76.85485345303185,179.0166145327608,38.75103673310245,-3.303498508892666,85.69651450746174,49.16368527639881,2022,-42.614326257395476,2020,179.0166145327608,367988.6147459581,606841.8187032798,534856.6644426422,667620.9445665402,1758133.4634637332,3022204.224965728,1685430.2911603565,3503592.199909493,6404287.953434071,8165543.823558132,300000.0,5000.0,600000.0,8165543.823558132,8765543.823558133,8465543.823558133,82,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
34,SCCO + PBR + TSLA + NVDA,Rebalanced monthly,SCCO,Basic Materials,Southern Copper Corporation Common Stock,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,32.54054780297291,59.30370457098453,120.74095857416731,-20.94411931345842,49.72157289460664,145.52140880204547,46.213257289466945,-3.732744267830135,46.56000500526392,84.31731792354068,2022,-20.94411931345842,2020,145.52140880204547,466623.5840534317,613449.6224442142,539140.8832347363,710597.63637834,1634985.5596056532,2368939.6346593704,1820809.140769917,3941889.35584657,6205928.201321824,8150711.250784044,300000.0,5000.0,600000.0,8150711.250784044,8750711.250784043,8450711.250784043,81,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
35,WMT + TSLA + NVDA + ANET,Rebalanced monthly,WMT,Consumer Discretionary,Walmart Inc. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,28.093141814263788,104.96638273367029,107.46124709035709,-34.84214231412568,67.19993384603605,166.72456824749528,35.29995550088718,-5.911828607489211,81.32384335923571,49.37704106263365,2022,-34.84214231412568,2020,166.72456824749528,369076.2284977603,591807.0665253618,503904.06234966987,609603.2295293304,1526320.930424389,2467941.5188092976,1557570.0501923917,3156150.1605902263,6381787.8181478195,8100599.714644422,300000.0,5000.0,600000.0,8100599.714644422,8700599.71464442,8400599.71464442,84,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
36,ISRG + TSLA + AMD + ANET,Rebalanced monthly,ISRG,Health Care,Intuitive Surgical Inc. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,AMD,Technology,Advanced Micro Devices Inc. Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,34.79972677151879,47.63635454700961,94.8101186316677,-40.23217381082171,63.14492525458648,164.3752320418097,46.90055134396367,32.44952921257913,59.6110233938788,58.22561069035779,2022,-40.23217381082171,2020,164.3752320418097,392936.0856982753,559554.8152401054,678048.0422771215,921579.9446445212,2332288.642005779,3719389.3968190053,2172481.7541612554,4154130.678685584,6058157.4564535925,8088230.85069386,300000.0,5000.0,600000.0,8088230.85069386,8688230.85069386,8388230.850693859,82,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
37,MA + TSLA + NVDA + ANET,Rebalanced monthly,MA,Consumer Discretionary,Mastercard Incorporated Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,23.952059290573892,88.75262295763484,111.42318039480404,-34.86637540690587,69.18873181457097,162.59985320361343,42.3839819452986,0.18592372311583283,81.14531662627151,45.37564999534833,2022,-34.86637540690587,2020,162.59985320361343,355627.79842085566,567976.3169575816,516550.59811649006,662583.0511585013,1640218.5778229225,2690725.651606716,1702267.7947369704,3522699.4920133334,6565651.1434887545,8066268.759876642,300000.0,5000.0,600000.0,8066268.759876642,8666268.759876642,8366268.759876642,83,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
38,FCX + TSLA + SHOP + ANET,Rebalanced monthly,FCX,Basic Materials,Freeport-McMoRan Inc. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,SHOP,Technology,Shopify Inc. Class A Subordinate Voting Shares,ANET,Telecommunications,Arista Networks Inc. Common Stock,34.06955844740314,49.25204799367027,90.131968162102,-44.70202068188706,62.88719040527062,220.40046168730507,56.883267417930305,-3.4128859677344248,96.74386225936318,49.59158468468574,2022,-44.70202068188706,2020,220.40046168730507,373180.7350199443,656984.4439243244,580441.352874921,835160.7554873991,2556482.204053914,4086150.7420372325,2208325.0247750916,4122288.1501944354,6071818.966734611,8063287.303177506,300000.0,5000.0,600000.0,8063287.303177506,8663287.303177506,8363287.303177506,82,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
39,BHP + TSLA + NVDA + ANET,Rebalanced monthly,BHP,Energy,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,28.22896670706896,68.22278124730428,109.62146916544233,-30.039688813611388,68.34000683001248,167.38497607360085,33.46961757303757,-2.1544220645865253,78.38048640521129,57.13778662605489,2022,-30.039688813611388,2020,167.38497607360085,387709.9046678754,615385.884848626,548784.4021533928,661049.5244471873,1663573.694437753,2717993.428916105,1849737.0952161215,3800312.2650520704,6313755.87086197,8021408.733827275,300000.0,5000.0,600000.0,8021408.733827275,8621408.733827274,8321408.733827274,81,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
40,MS + TSLA + NVDA + ANET,Rebalanced monthly,MS,Finance,Morgan Stanley Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,32.273943989409815,94.80261666494644,108.70072273330216,-36.4986808969477,84.03195822114498,173.33682645259893,35.24832173147894,-11.116081729059523,75.33204150680368,54.124516350846385,2022,-36.4986808969477,2020,173.33682645259893,375752.76716609474,583311.8129176474,468374.0144303642,560592.6493111143,1426817.6551526824,2539783.996129537,1562764.9133198964,3185272.7702128924,6118535.447256716,8017124.698246241,300000.0,5000.0,600000.0,8017124.698246241,8617124.69824624,8317124.698246241,85,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
41,FCX + ISRG + TSLA + NVDA,Rebalanced monthly,FCX,Basic Materials,Freeport-McMoRan Inc. Common Stock,ISRG,Health Care,Intuitive Surgical Inc. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,29.041663083409475,69.01353527695323,87.35792984517114,-37.59813091754262,72.06602143836261,196.1085455651253,41.09115071369083,-9.538522431964136,68.12295878905377,75.69724726657243,2022,-37.59813091754262,2020,196.1085455651253,446848.9068644697,676524.928894356,561530.7141063241,713722.9496806248,1996171.764518812,3353765.7919336897,2040622.876555471,3750761.039403381,6263071.78242677,8007320.220304981,300000.0,5000.0,600000.0,8007320.220304981,8607320.22030498,8307320.220304981,81,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
42,PBR + CAT + NVDA + ANET,Rebalanced monthly,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,CAT,Industrials,Caterpillar Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,31.712747286768916,63.21053999436228,108.75371766200229,-1.090870348675621,65.24287748400108,43.05267795320162,29.908985668552667,-4.317239704861531,73.21938693383711,108.3291224275353,2018,-4.317239704861531,2023,108.75371766200229,531805.8693485789,840199.3417465261,752710.3681347402,912905.9608515421,1223168.9796040945,1939216.8401969038,1855719.3293220603,3791931.969176783,6119319.278019205,7987219.0210936675,300000.0,5000.0,600000.0,7987219.0210936675,8587219.021093667,8287219.021093667,79,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
43,AMZN + TSLA + NVDA + ANET,Rebalanced monthly,AMZN,Consumer Discretionary,Amazon.com Inc. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,22.02527247534554,95.23184852710646,131.28917797014296,-45.68558984327642,67.02918800781588,189.1997254427457,33.28033120964058,0.9785886048247372,83.82628770996239,46.7305644501329,2022,-45.68558984327642,2020,189.1997254427457,359608.5138339094,584728.9825709481,538862.5551239088,647489.0016586815,1770584.0054664945,2874035.3557792385,1515222.4344414503,3425804.0452521485,6603246.605254959,7984899.357352517,300000.0,5000.0,600000.0,7984899.357352517,8584899.357352518,8284899.357352518,80,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
44,NFLX + TSLA + AMD + ANET,Rebalanced monthly,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,AMD,Technology,Advanced Micro Devices Inc. Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,34.51898521102925,54.23992379306581,105.40899883131357,-44.92459534896861,56.03293839439605,176.98487245304082,46.741668182255935,35.888182723280984,56.730756682702264,56.02823284339655,2022,-44.92459534896861,2020,176.98487245304082,381562.15968200966,530644.4103611112,660403.2736572059,896635.0216341711,2381278.696912781,3632309.2993244906,1949539.6972017994,3925359.9012661623,5977353.1734981295,7966590.094596924,300000.0,5000.0,600000.0,7966590.094596924,8566590.094596924,8266590.094596924,77,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
45,ABBV + TSLA + NVDA + ANET,Rebalanced monthly,ABBV,Health Care,AbbVie Inc. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,31.254448199317196,87.63543479171192,102.42186054252174,-30.630843467285416,78.8359507791102,168.89570780736065,27.650226291187163,-4.872742887410553,85.47803083300387,46.192525270077645,2022,-30.630843467285416,2020,168.89570780736065,358634.84106125135,586804.2707103575,505550.9119228213,572047.6141337912,1437215.4895110084,2482547.0052175294,1670558.70075018,3305814.3706986676,6120935.664712125,7959858.929695875,300000.0,5000.0,600000.0,7959858.929695875,8559858.929695874,8259858.929695874,84,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
46,AEM + LLY + TSLA + NVDA,Rebalanced monthly,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,LLY,Health Care,Eli Lilly and Company Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,57.59166308859622,84.41459250643568,99.2089331165017,-25.14868388748489,52.21421069245764,159.74215454431197,47.26161090360823,5.23621888739334,40.64809085257173,51.88161143838692,2022,-25.14868388748489,2020,159.74215454431197,382171.5166618918,471351.64158714254,436903.02541226946,563274.2879528871,1365771.9746476265,2001992.716558532,1445125.3986884938,2803485.8719379078,5091288.776548869,7944125.797476032,300000.0,5000.0,600000.0,7944125.797476032,8544125.79747603,8244125.797476031,85,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
47,FCX + LLY + NVDA + ANET,Rebalanced monthly,FCX,Basic Materials,Freeport-McMoRan Inc. Common Stock,LLY,Health Care,Eli Lilly and Company Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,40.13543592256295,63.40086289930711,96.13931589596075,-11.241229623696425,93.45119318294873,81.96156307741676,31.369617341658795,-13.523967491363486,75.21880523265847,80.28675130400269,2018,-13.523967491363486,2023,96.13931589596075,455455.4927659022,718043.4000279863,571357.7095362121,683102.8133568779,1153741.1064005976,2147308.104396197,1843620.934515717,3537348.689234542,5713621.8961823145,7930102.780432981,300000.0,5000.0,600000.0,7930102.780432981,8530102.78043298,8230102.7804329805,82,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
48,NEM + LLY + TSLA + NVDA,Rebalanced monthly,NEM,Basic Materials,Newmont Corporation,LLY,Health Care,Eli Lilly and Company Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,66.46521436901453,65.68877477891246,90.36946612682635,-28.80631172564708,64.95552818241808,168.09933307568375,40.559656305785865,5.813380815524605,40.342269629669204,58.33844953310372,2022,-28.80631172564708,2020,168.09933307568375,399994.00700677605,494440.8159111517,464799.64473329025,573867.7234056037,1443124.256577425,2300673.276541552,1586867.9852810625,2947620.3511037384,4809644.332111796,7922797.623058774,300000.0,5000.0,600000.0,7922797.623058774,8522797.623058774,8222797.623058774,86,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
49,AEM + PBR + TSLA + AMD,Rebalanced monthly,AEM,Basic Materials,Agnico Eagle Mines Limited Common Stock,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,TSLA,Industrials,Tesla Inc. Common Stock,AMD,Technology,Advanced Micro Devices Inc. Common Stock,56.03611255224929,25.52743239247668,86.4713553131108,-22.441294894967022,29.14716759444438,123.82619350150472,63.356307339341654,39.11970349654179,15.837195635781454,109.9401151892061,2022,-22.441294894967022,2020,123.82619350150472,544030.8664833258,570525.4113273057,725021.4437364521,1103210.6377827292,2366867.9495101264,2980306.7220686097,2260579.077256803,4138689.1741066715,5126403.332480019,7920150.297615661,300000.0,5000.0,600000.0,7920150.297615661,8520150.297615662,8220150.297615662,77,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
50,JPM + TSLA + NVDA + ANET,Rebalanced monthly,JPM,Finance,JP Morgan Chase & Co. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,30.644355253270405,96.12488785180722,115.47916371165456,-36.74332963152301,77.97847781509356,150.0932455428656,39.09237946344002,-6.838724702411037,75.38947855039137,53.62119776665173,2022,-36.74332963152301,2020,150.0932455428656,376138.19674862485,583868.7414096146,492679.79780359654,611339.8073246261,1427815.0543780422,2456956.056815984,1503037.188098033,3160931.8566254033,6114538.042015076,7914081.344249122,300000.0,5000.0,600000.0,7914081.344249122,8514081.344249122,8214081.344249122,87,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
51,SCCO + TSLA + AMD + ANET,Rebalanced monthly,SCCO,Basic Materials,Southern Copper Corporation Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,AMD,Technology,Advanced Micro Devices Inc. Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,48.99332510053031,37.53455309238183,102.93422200133708,-34.67091702002182,52.00162596657456,175.02583766903524,53.12429568990555,14.223320478738577,55.66289339353438,61.41252128784955,2022,-34.67091702002182,2020,175.02583766903524,399100.1307263543,552955.7253558544,573535.9305465408,802320.6113288419,2096762.9038248053,3105999.7064094855,1978723.6385038313,3937181.771263826,5344639.079880725,7879323.5755865155,300000.0,5000.0,600000.0,7879323.5755865155,8479323.575586516,8179323.575586516,80,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
52,FCX + NFLX + TSLA + NVDA,Rebalanced monthly,FCX,Basic Materials,Freeport-McMoRan Inc. Common Stock,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,28.499396807917353,76.64669235707284,97.32666918639887,-42.34603819547168,64.49740048602604,209.62671694487014,41.37495897154864,-7.413793618214493,63.22216712956623,74.35975497738269,2022,-42.34603819547168,2020,209.62671694487014,437875.83837347943,640658.759037968,544584.4156026057,693469.3129752313,2032375.5009355121,3264517.8299925523,1829403.2615040233,3536267.357515516,6168166.612817602,7855416.364659581,300000.0,5000.0,600000.0,7855416.364659581,8455416.364659581,8155416.364659581,79,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
53,RIO + PBR + TSLA + NVDA,Rebalanced monthly,RIO,Basic Materials,Rio Tinto Plc Common Stock,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,27.88683107803451,47.95307285119969,104.61455759955393,-18.17654038182547,50.726674375442336,138.98206856532852,44.50325355770855,5.363151620579587,44.96246987449055,89.52803710040196,2022,-18.17654038182547,2020,138.98206856532852,480520.7204951006,626647.9373200606,604893.0898388942,798072.6688246115,1801810.0756673303,2637841.3467570487,2106031.859897593,4232675.223869085,6188878.780717724,7842064.570108337,300000.0,5000.0,600000.0,7842064.570108337,8442064.570108337,8142064.570108337,78,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
54,SPGI + TSLA + NVDA + ANET,Rebalanced monthly,SPGI,Finance,S&P Global Inc. Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,23.30263708781537,85.1331148754273,115.23608850658364,-40.4547979931,82.13417582206661,164.125768424442,42.88361362421236,-5.0399542749928745,84.78676530463811,46.489962932488325,2022,-40.4547979931,2020,164.125768424442,360338.4274818271,589986.1030437661,509063.81902624154,654069.4493641612,1630082.3572174201,2881970.283724902,1666816.3344212393,3510200.2471727384,6415456.358946852,7838248.917548195,300000.0,5000.0,600000.0,7838248.917548195,8438248.917548195,8138248.9175481945,83,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
55,PBR + PGR + NVDA + ANET,Rebalanced monthly,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,PGR,Finance,Progressive Corporation (The) Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,18.101351251393517,71.22238723162786,106.96477602228191,0.6613968021863093,61.96818736078251,48.0076627056792,32.50608719712498,2.0430953185582412,69.57084429759313,98.78941101948062,2022,0.6613968021863093,2023,106.96477602228191,505795.4020185618,778845.3906464264,742956.0885731567,921459.0396035862,1283570.0124791975,1994909.5719888664,1947027.0364933123,3949223.74490148,6691484.024330047,7837427.5449070325,300000.0,5000.0,600000.0,7837427.5449070325,8437427.544907033,8137427.544907033,83,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
56,NFLX + PBR + NVDA + ANET,Rebalanced monthly,NFLX,Consumer Discretionary,Netflix Inc. Common Stock,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,19.898977383537453,79.04608827884618,121.70674542408122,-18.381538850248468,62.84713216270232,53.64211495523455,31.178124002752085,9.1922423700606,68.27334741198665,96.62316372095417,2022,-18.381538850248468,2023,121.70674542408122,495752.1654381411,757045.7390047926,776312.4315885263,955153.1126185573,1386729.7116714611,2174240.746861348,1712860.5370359542,3715288.0721693933,6578162.271391082,7822736.852795896,300000.0,5000.0,600000.0,7822736.852795896,8422736.852795895,8122736.852795895,86,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
57,PBR + ISRG + NVDA + ANET,Rebalanced monthly,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,ISRG,Health Care,Intuitive Surgical Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,20.726624853119446,71.45338261027665,109.23708116678799,-12.047415584536214,69.63698571603814,45.610947711113624,31.21102286771262,6.329396576635649,72.47208642297109,99.10778087250918,2022,-12.047415584536214,2023,109.23708116678799,508327.4163451256,799015.0345166156,797428.8977623491,981490.4359210363,1346869.460841031,2198516.443483952,1872619.9312154427,3837070.161880686,6507071.756409038,7787525.999979656,300000.0,5000.0,600000.0,7787525.999979656,8387525.999979656,8087525.999979656,81,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
58,NEM + PBR + TSLA + AMD,Rebalanced monthly,NEM,Basic Materials,Newmont Corporation,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,TSLA,Industrials,Tesla Inc. Common Stock,AMD,Technology,Advanced Micro Devices Inc. Common Stock,64.72061602524248,11.940145361632236,77.96149957546324,-26.149537316828596,40.011841555716224,134.21142843987548,56.38123940441577,39.42982761461609,15.222877919510736,118.37052739613969,2022,-26.149537316828596,2020,134.21142843987548,567500.1839795061,593595.8746328409,759907.1094784862,1107878.983588695,2494290.2603166136,3413048.0642572003,2471797.647268175,4324273.203896976,4775835.534744453,7783575.636130761,300000.0,5000.0,600000.0,7783575.636130761,8383575.636130761,8083575.636130761,78,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
59,PBR + PH + NVDA + ANET,Rebalanced monthly,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,PH,Industrials,Parker-Hannifin Corporation Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,ANET,Telecommunications,Arista Networks Inc. Common Stock,27.399899305365906,68.13770112855534,120.34981286779049,-7.150569955055797,64.89417509728462,44.928690829674814,35.490723509049275,-6.29444250454978,65.06646310307964,110.70469417633176,2022,-7.150569955055797,2023,120.34981286779049,538705.6621409245,811397.0930855996,709381.5729441639,895267.9913646613,1213384.7205319512,1917401.9841038988,1719997.8089807094,3707607.588346981,6162904.726310725,7781153.379430224,300000.0,5000.0,600000.0,7781153.379430224,8381153.379430224,8081153.379430224,83,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
60,FCX + LLY + TSLA + AMD,Rebalanced monthly,FCX,Basic Materials,Freeport-McMoRan Inc. Common Stock,LLY,Health Care,Eli Lilly and Company Common Stock,TSLA,Industrials,Tesla Inc. Common Stock,AMD,Technology,Advanced Micro Devices Inc. Common Stock,51.945713240228564,20.709929009338367,81.38775186328127,-27.474333474070832,66.8196591488743,187.82899436112905,53.68946456666668,21.667856996678193,29.561051105749158,74.84893903562417,2022,-27.474333474070832,2020,187.82899436112905,441806.6529416325,508570.3945589442,554554.2224734756,770708.6368741065,2103528.195099279,3429138.803920913,2434816.272354339,4340625.483078419,5175734.627523048,7780577.018616627,300000.0,5000.0,600000.0,7780577.018616627,8380577.018616627,8080577.018616627,80,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
61,WMT + PBR + TSLA + NVDA,Rebalanced monthly,WMT,Consumer Discretionary,Walmart Inc. Common Stock,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,23.364210780961315,75.7692540962357,105.35383901786358,-21.98405612947297,49.653596806182485,133.70573621723202,42.78901617554727,4.896172354049999,45.5825095451392,82.75725727131535,2022,-21.98405612947297,2020,133.70573621723202,465169.9744052162,606269.1496878071,579738.9806111645,751355.1587644047,1655271.969511918,2397141.8378423955,1819090.909010477,3660593.419679797,6354052.669131821,7768348.226678928,300000.0,5000.0,600000.0,7768348.226678928,8368348.226678928,8068348.226678928,83,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
62,AMZN + PBR + TSLA + NVDA,Rebalanced monthly,AMZN,Consumer Discretionary,Amazon.com Inc. Common Stock,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,17.901501835029187,67.65853515208589,129.04353777575142,-34.82450799407585,49.544111225031905,152.65670849827492,40.48245226285137,13.530170056137614,47.462680055267484,79.29367724028762,2022,-34.82450799407585,2020,152.65670849827492,453042.603067113,598144.7133418088,623926.0017424597,801611.1540524724,1922529.0741054714,2795678.0656750756,1775854.5444719398,3988881.1217927383,6609463.310180957,7723448.196433182,300000.0,5000.0,600000.0,7723448.196433182,8323448.196433182,8023448.196433182,81,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
63,SONY + PBR + TSLA + NVDA,Rebalanced monthly,SONY,Consumer Staples,Sony Group Corporation American Depositary Shares,PBR,Energy,Petroleo Brasileiro S.A. Petrobras ADS,TSLA,Industrials,Tesla Inc. Common Stock,NVDA,Technology,NVIDIA Corporation Common Stock,23.326551612738,58.45409975149556,110.1438861076765,-31.215094731281635,58.7243125799364,143.20214348295815,46.24869001222647,8.182210738978268,48.996883326213215,81.50311606679281,2022,-31.215094731281635,2020,143.20214348295815,460901.06840064924,616669.6899278737,611809.9432956807,815833.5113588606,1878496.853956341,2898614.0811210657,1944425.699762888,4010491.458907335,6276902.858292763,7672963.332481382,300000.0,5000.0,600000.0,7672963.332481382,8272963.332481382,7972963.332481382,83,120,True,Actual adjusted month-end return from Yahoo/yfinance daily history,2016-01,2025-12
